Gender,Height,Weight
Male,67.3926409938615,78.93920690268482
Male,70.3225500128014,86.39211145603551
Male,64.8071889528013,71.67259779267312
Female,64.7189988477689,67.63571599643113
Male,69.1569821008043,93.6738259898681
Female,66.1559220263282,68.74976016284984
Male,70.49092869599579,80.31668693506047
Female,62.95254098435329,54.73662763525778
Female,56.9752789632804,40.97839276647686
Female,63.7166453300807,62.68096108318758
Male,69.926236680931,89.3589155835119
Female,64.2291563074856,66.26790359000917
Male,68.1289905812942,80.69297030162977
Female,65.6326003304289,72.16483425120747
Female,63.0362941884185,59.02038481926229
Male,73.54160869535741,97.22459684500957
Female,62.788747583833796,57.3444559238481
Female,64.24738439990189,56.66849523921765
Male,67.3858091764909,77.58982622375738
Male,71.4351749033072,96.76850128764234
Male,71.75812504227899,96.04260227614601
Female,60.320741107276895,50.81749300721758
Male,74.84149971971159,101.58016813689116
Male,63.00978308483211,67.0872168645744
Female,61.938005988986596,54.9696790447093
Female,61.957238574937705,59.4078078989463
Male,73.18775885276301,91.27165575653946
Male,67.3831359803017,81.6885884133878
Male,67.8190821483444,86.05580477439968
Female,63.3095393090567,60.97090430507389
Female,64.366194026362,67.88479938341439
Male,69.1692908245573,84.50721610730058
Female,66.58894119550571,66.93611656618829
Male,65.4989951214088,71.15509778044697
Male,69.93271018719349,84.10928972523067
Female,59.169603975966204,50.822338764417914
Female,65.0600953420888,67.91442209446119
Male,66.75602921740621,75.29178819609638
Female,63.5306483091914,59.61069648919997
Male,66.1937718059295,80.09785802506511
Female,66.8686877795546,71.53955195590125
Male,69.0509542873868,82.2865906425892
Male,69.5036473738117,90.1388191450014
Male,68.3717836935412,85.4695133073922
Male,67.99745599145879,83.97071772978609
Male,65.3577593032289,71.68728856678203
Female,61.906393892811,61.136393816078964
Male,68.7011438011813,81.74830102895919
Male,65.7047738480621,72.66708731040316
Male,70.929547648062,93.3021342810194
Female,69.0078312369192,72.1606765669113
Female,66.1276368951701,68.23565460160073
Female,63.381807510180394,60.31619187174797
Male,67.1779165872217,79.53847312296769
Female,62.3212719284674,63.19498671004028
Female,63.468088497070205,62.51734655538325
Male,69.56934704201849,90.6411454655088
Male,68.1047853043503,84.78015255491151
Male,68.11516630276179,77.76982975332983
Female,65.4975909127757,68.73843028355137
Female,66.2759952479308,69.04941273427258
Female,64.0360087547458,65.53946999600068
Male,68.62659691291779,74.1113910398427
Female,59.9268570954084,44.64674611904669
Male,71.279461772804,95.209210979533
Male,74.2441239982815,100.80957051574649
Female,60.635208804713294,49.76181415239951
Male,69.0744920316712,81.36858811147499
Female,68.09431963129799,64.05939937794088
Female,63.3171511186049,58.652407163519335
Female,67.0707076121726,70.17602087667036
Female,67.95365816159641,75.7908962932578
Male,70.84758087806242,88.89029631124956
Male,66.4464197394787,73.90890095179759
Male,70.79063218194459,90.88413328753528
Male,70.4956821075345,92.49096079797562
Male,70.2948149158061,87.08376623071098
Female,66.8475848218763,74.96643925343415
Male,73.1033640538637,97.23769242419648
Male,67.53060626900971,76.02842070734096
Male,67.2558941429024,74.96294538087517
Female,65.47590248531529,70.05329122656741
Female,65.9190369939423,74.87230004441628
Male,70.485748777908,89.14968452186818
Female,61.735826429841204,50.12802279707342
Male,71.08008355859091,95.18808395130453
Female,64.72387669007979,62.634738006020996
Male,68.61092191807779,82.20488943655323
Male,71.3658959591733,97.52190629649554
Female,61.17727570552629,57.69568238667344
Female,59.6456491039143,52.86710045618883
Male,71.1902992551411,83.39101844955867
Male,73.166638105566,105.57881464222135
Female,55.979197876143104,38.74478758981943
Male,66.43368364567739,78.92290134398446
Male,69.968216193196,85.62314851480347
Male,59.9386496524854,64.16506196806843
Male,65.64084490393441,70.08154621604722
Male,66.4242479825577,76.84118754971514
Female,64.53147801932451,65.35753194794977
Male,71.9183019193573,92.46336422649209
Male,69.83297042978751,89.0619622730185
Male,67.1921516361147,87.90123286611207
Male,67.3960198498187,81.94593082222606
Male,66.7244445669455,82.643905030955
Female,61.1779832423059,55.033095250102065
Male,65.2703455240394,76.4838140832851
Male,69.2195680048631,99.02588714312807
Female,63.074027226634996,70.43304937095101
Male,70.8098265262868,92.52316396048707
Male,71.542832896417,92.8580882179387
Female,60.9535890911899,54.45137704560106
Female,63.7355604496328,64.63299964388695
Female,60.941103031278,50.99699118317806
Male,69.667115169749,87.34335145098883
Male,72.52166702577671,100.63532504852719
Female,66.3252156242145,71.50349010129547
Female,59.7958609680167,53.8659907739538
Male,67.5049012568772,78.00665836972995
Female,70.697142976137,88.01916395876887
Female,64.293269435426,66.54281319870138
Male,67.8845153200526,82.65657175998813
Male,69.9156373621056,99.50373159419266
Male,68.2096830916399,79.07114547386806
Female,62.534230051308896,57.22639654203536
Female,62.599728240103104,56.99268213549954
Male,67.9333838365102,83.64685070553158
Male,76.4345587137262,103.81516571457306
Female,65.853375824511,67.63910714444214
Male,71.08008355859091,95.18808395130453
Male,70.46566325182191,82.918056646877
Male,70.32349210340999,83.3802594786825
Male,66.69960603541921,80.41861028673242
Male,66.2547135903433,81.30770014408107
Male,68.78508125166161,83.42838611825665
Male,69.4915234202537,84.22475788520335
Male,65.854525211549,72.62566736735175
Male,67.8931963386043,73.48506855979126
Male,71.2120760243906,89.8320564735197
Male,69.3213053675037,88.1467115151931
Female,65.1267482398175,64.58413023028459
Female,66.3376605831011,64.1323819599659
Male,67.5644570022929,76.44873786156164
Female,63.8888798201699,72.8400165734571
Male,71.6230975707903,99.94337141273962
Female,62.072616332258704,65.68374840867679
Male,71.20661874309059,87.8805689783804
Male,73.1033640538637,97.23769242419648
Female,65.8388048297537,65.2296506931825
Female,57.8511151919104,44.01678741342318
Female,63.558819147024295,60.35111617980514
Male,71.76036372716841,95.96287331691902
Female,61.9940865436986,60.97073053437464
Male,69.3296028759004,81.80949246342637
Male,68.8600624723444,80.34538930062506
Female,66.2572465189432,64.73464529213607
Female,65.361538185318,66.04296383844971
Female,63.7780793626365,67.99128713377408
Male,72.799224004586,98.98141023805192
Female,59.6011545333216,52.26660059767489
Female,58.6175219614685,51.332232609193426
Male,65.8060149938198,81.18064845625278
Female,63.5649944650528,60.83196843579892
Male,70.5426410107103,84.12782284518059
Female,64.2344200830226,62.37335820541908
Male,67.86431222952561,79.65214316756675
Male,73.4628048017999,101.18305098802064
Male,73.60300660530301,99.56932333097541
Female,62.11751221194489,62.27022257831554
Female,66.4065527455098,73.10838980157942
Female,58.087095147339,43.06630364581185
Male,67.3323783007279,85.1432746242459
Female,60.5418681848476,46.514043632248644
Female,57.112539423358704,44.8122751751862
Male,76.50188334064,98.829887415937
Male,73.3796782646495,90.72369048574674
Female,60.9531566323166,54.0606723647318
Female,62.8665688313445,50.561983283335
Male,69.296829956567,84.20910920541137
Male,71.09133217485359,89.8254383556418
Male,73.4596099568632,90.65880241349302
Female,62.5900175545683,60.02017854714827
Male,70.5104101560048,79.32654351282898
Male,66.6284354436438,72.34028033296397
Male,73.56227036679041,94.51129528574224
Male,65.9369230675052,81.87374024283325
Female,63.126139170717494,61.7974659657474
Female,61.7926573252242,48.74085617697291
Male,67.4486562662053,77.34019863353367
Female,58.8583977310176,44.70129281012692
Male,64.9707184739898,75.63802872546562
Male,67.8804072160341,80.39895602893651
Female,57.598029724148,44.53501869141018
Female,68.4143793384505,74.29177736270151
Male,71.1770825871222,93.26753860251473
Male,65.0018964277919,71.46765612791592
Male,73.3395900024196,98.45735467265062
Female,63.5008257602947,57.543060752659414
Male,71.6529255236951,93.92508680746886
Male,63.672583154093296,73.0344212784489
Male,70.56496692926821,81.86276413044244
Female,64.4824946688634,63.50791757545338
Male,65.105442700628,67.63384110481626
Male,68.11516630276179,77.76982975332983
Male,71.3296991041762,95.55592267270507
Female,65.186934585604,61.43114951890394
Female,65.3739828076505,65.32591067899094
Female,65.4897155158,55.034733318624525
Male,75.0760764727887,103.97876790288667
Male,70.4956821075345,92.49096079797562
Female,66.345674662825,71.79701341137702
Male,67.684325532839,85.3766633100752
Female,63.92472801052521,63.345819827482295
Male,71.47086107939859,92.00640292671073
Female,64.328491192675,61.60657790932724
Male,68.9553349088772,87.91920814073809
Female,66.7921473780064,64.79716148873185
Male,67.93600485400951,82.74743403091055
Male,69.36857658827151,85.08090171013781
Male,67.0716599206962,74.75510787097686
Female,65.3350518517926,66.72460500521679
Female,61.84938401855349,55.525678253910876
Female,62.6964285223027,60.96106300661565
Male,70.9962587566796,84.32078421360961
Female,63.7726037768398,61.8239171943192
Male,69.5985512716625,84.77586566809065
Male,69.3803026970744,88.33700298667073
Male,74.40648137019171,100.1171072688291
Female,59.3949177288618,59.59302207846251
Female,63.2819878471528,58.28208684126971
Female,64.2404321523269,68.79068930899567
Female,66.7717159734268,57.31610620859968
Male,70.70409373947099,92.03880907869294
Female,63.1802598389868,59.784349917573095
Male,67.3207762405653,74.06828930522992
Female,63.623574223705,62.5525638471596
Female,62.0041302989221,59.809360447498435
Male,68.41046282057161,83.9726281488683
Male,68.7624575579021,89.03747851097287
Male,65.1861213914429,74.85553639178997
Male,68.2317381094273,76.17204229811351
Male,68.5168794396837,84.5326685079211
Male,70.6267527240265,89.09289727059267
Female,60.8430594839017,52.845729524611954
Female,60.1085895031899,44.49225596495986
Male,69.576910461382,82.95702359227576
Female,63.46166489331839,58.491241507684784
Male,66.39285492606011,84.39852586326668
Male,67.290282944289,84.82233682141276
Male,69.0513854849974,74.30781219790713
Female,65.2524050978778,65.26672624219096
Male,66.5343065072948,75.46482296183017
Male,66.090357013204,77.1137180577814
Female,61.84938401855349,55.525678253910876
Male,71.7012340230177,87.58614343653919
Female,64.1943122766899,61.675488296425236
Male,67.0323461956309,85.48397870451416
Female,60.159509030451794,52.66502894449838
Female,62.0088344524618,57.62291577149124
Male,70.8219166778792,83.66415379001869
Male,72.3860981627709,96.25809383544738
Male,71.97014019764609,93.81372085506936
Male,67.9355070420684,94.20392851194266
Female,65.3374524964983,63.175186755310676
Female,67.43486436529679,77.54399464630777
Female,63.071178369542,66.1658867909277
Male,71.602230803852,94.80940030252063
Female,61.8794633631368,49.05001288317761
Female,64.71529187224479,65.29003484485037
Male,72.54885197588841,92.36402815093486
Female,60.331972034375,39.035772878477516
Female,66.1381724292227,68.98382593565195
Male,66.72807364708629,70.71492653111012
Male,68.5222310437138,85.29965848738061
Female,64.7424445716161,75.81424384274388
Male,65.0782893941959,74.24067666217444
Female,60.8221181358334,57.8065308368059
Female,64.8065108061556,70.80384732016765
Female,65.88001399699199,59.76605620124919
Male,73.8261270026308,107.9173444236127
Male,65.2525663468544,77.34790828284603
Female,66.0711068895137,69.13664547012773
Male,63.3993496538682,69.00531886671038
Male,63.4145871379546,72.63864775898114
Female,62.6707085652017,65.24398346329663
Female,67.3520508701372,75.00370943774756
Male,73.0495953683893,99.20590711858235
Female,59.353831014278605,48.12996121075514
Male,71.79252375998941,90.67254237070335
Female,62.3690613865757,64.36092800405194
Female,67.0085538675607,68.64398349194057
Female,63.26397712028871,63.08168495058831
Male,67.8486652335686,79.91065773447716
Male,67.1921025928344,79.6467789755772
Female,60.5994364818519,47.55948707406175
Female,60.679723436063206,52.08654100028576
Male,66.8753630492468,76.94552372784426
Male,72.67696109013059,98.68431537801436
Female,63.7922299272973,58.668197171991096
Female,63.0364361534379,65.30111908515526
Female,62.8140534616654,51.86105339271848
Female,65.2713830952983,65.88213973244278
Male,64.9950782592052,80.61574987907713
Male,70.6162434515603,89.98727783301159
Male,69.3298515857457,81.1724351362625
Male,68.9334261296966,90.55208382905263
Female,62.389502626001,50.2606477657932
Male,71.9651578147017,96.93161346192723
Male,70.5846835183374,93.30763458123714
Male,72.7619063895942,102.84591227751632
Female,66.74729313429201,73.75681970224257
Female,65.9240682228457,62.232563104945534
Male,74.6870925952898,104.38847659997914
Female,61.3339346501339,57.903602048795264
Female,61.359489328058395,55.98249793495841
Male,70.40400167970779,98.8094296350913
Male,71.8161058100474,93.40618324679447
Female,61.086377666725205,57.68185738963087
Male,70.07429647541029,93.16249961233412
Male,70.28873873696661,87.42455694755922
Female,62.00450676751161,62.13106932452442
Male,72.378675031591,98.40170844124746
Male,69.3685618387487,82.59622039557566
Male,68.08790389385939,77.16760477462829
Female,65.0600953420888,67.91442209446119
Male,66.80128588262801,82.90544953293086
Male,72.1219265019249,90.31981130074888
Male,70.4599451027778,90.34823837524337
Male,71.356628080496,95.88756273876452
Male,68.2125076940042,87.4595975094175
Female,64.2182482784235,62.417262226276186
Male,67.9355070420684,94.20392851194266
Female,63.957785121726,62.770959095594264
Male,63.861553758498104,71.40148736816369
Female,60.7739389820502,51.91271277934111
Male,65.0573731150978,71.47827359601474
Male,66.4815974899995,75.11004052818764
Male,68.364634884563,87.98874527644584
Male,71.0478237814855,93.75293041490643
Female,67.4303776515945,70.79500869746488
Male,70.54239278173709,89.37678988658818
Female,62.1817207571004,58.66970723446263
Male,72.990915597589,93.28134555798144
Female,61.7110319057525,49.00110088059757
Female,64.8740791054647,71.39053025952772
Female,65.6529509085425,68.57512769412463
Female,61.1630652757277,48.6412367423048
Male,64.4512115827048,66.69841394537018
Female,65.714473554436,66.76790537537082
Male,65.504822685682,73.36641723778294
Female,64.901828981405,68.37911155459626
Male,66.5407893508447,78.68675661342544
Male,68.023799653567,81.70502507422913
Female,61.4406566719271,57.28874509835618
Male,70.116970128596,95.24362153020795
Male,70.7617524507795,90.108872064466
Female,62.735725702863206,62.71123237145359
Male,61.92554729477779,63.45994788916503
Female,62.2313974453422,64.48079999650643
Male,66.97515200765899,85.28667891343045
Male,73.0992837673105,97.84412479047592
Male,67.6684485047045,87.68135499203446
Male,72.185992275691,97.91647246409948
Male,69.3406572151521,78.42839194401984
Female,63.9399727739834,63.274377142541574
Male,68.996145368249,81.80590051368989
Male,68.5410421871881,81.94888833603207
Female,61.7136296930153,53.75666234102612
Male,67.58112658777061,82.0340628127056
Male,67.1921025928344,79.6467789755772
Female,64.3257052898524,70.54762901521987
Female,60.75091525102321,51.445782717570836
Female,64.912130321443,68.71561165149642
Male,68.9157716453463,74.91354459427657
Male,71.7953186765601,92.65100508490308
Male,73.334107636586,101.09052795299372
Female,66.54760855790279,71.25525155498454
Female,60.5792080632693,57.76709820435178
Male,66.0718645884626,81.51264619699813
Male,65.8060628711679,67.69439018218198
Female,65.3833115263583,58.68381035558192
Female,67.9835332777928,69.59843951798587
Male,70.04516976168321,81.8393188930242
Male,70.4832883358863,86.41944526823082
Female,67.6125139624813,71.55918536080867
Female,64.5389948113405,64.00508380337926
Male,66.14773847037739,83.43164358840255
Male,69.5059599786522,87.47181179296841
Male,66.5781653383685,83.80394571138427
Male,70.28858236191209,88.86695808590778
Female,62.8083311087128,57.47216832419057
Male,65.2396350305159,71.94879892568333
Male,61.834849158769906,65.05495811803759
Male,71.9812065428705,90.91694284218369
Female,65.88001399699199,59.76605620124919
Female,66.3874352909995,56.37141636860775
Female,63.351010225698005,60.82319443724089
Male,70.0247144837372,86.14272057818582
Male,67.6684485047045,87.68135499203446
Female,59.7616961246051,48.163196381863095
Female,65.65827642224629,63.25742634517604
Male,67.5436217554202,89.12797450973002
Female,61.6229362133595,65.14666001614428
Male,72.3236985302843,95.00544811547977
Female,64.27624273909329,55.927462094175425
Female,61.4075325180114,52.1112239148715
Male,70.40400167970779,98.8094296350913
Female,63.1992030737393,56.91105674434869
Male,73.18107490856309,101.33155479402981
Female,61.2788124967258,61.27185605902333
Female,63.9936166909938,63.443019292091165
Female,62.026069360058,53.80256878903757
Male,66.18357527770159,81.69755350243125
Male,70.91346855949459,93.15743146928497
Male,72.611327294094,91.00601823486089
Male,69.6229170546832,84.52901969149286
Male,67.89928382993659,84.54123119431377
Male,68.3561653489311,92.69573653202276
Female,66.6918800198268,68.86125800806036
Female,62.678265448176,54.842076518092924
Female,64.8943538927103,58.56657444209389
Female,65.94331938229391,68.02258652153117
Male,67.9733503743945,83.926053769094
Female,64.1608471410639,62.7434668942852
Female,62.732417407007,48.481845963532045
Male,71.4716748983661,89.14958586565848
Male,70.1878493105397,88.17857427626394
Female,63.1043474623505,53.026267836297876
Male,68.67139105401459,77.306689301823
Male,67.7389634664393,80.81690068060075
Male,66.7016049901078,78.3989118660327
Male,65.7291618715397,70.8620798440947
Female,61.9337579702405,46.48035150847403
Female,68.46971540086899,78.27986595025992
Female,69.4436153829986,80.86505954673777
Female,60.628498615752605,59.42059140952772
Female,64.8495270161895,65.56688711931355
Female,65.1460814235521,62.77008081840908
Female,65.4601013986786,72.14085057121227
Female,67.1197642295393,71.00468762841079
Male,72.1426926653778,97.45621706757899
Female,66.59607703364641,68.56015150956537
Female,63.3051590158136,57.959503915860346
Male,70.2806922973296,84.93921507253994
Female,64.901828981405,68.37911155459626
Female,59.6011545333216,52.26660059767489
Female,62.4092643569429,66.59172072434025
Male,71.8554547201479,96.65343898794896
Female,65.6041003896816,65.54821390973864
Female,61.103637275031296,50.609346255199085
Female,61.501207476630896,53.892465232032286
Female,64.3112056122001,62.9666016651296
Female,66.4193160802247,68.8180508290998
Male,68.7275729852243,86.9122331267706
Male,70.91346855949459,93.15743146928497
Male,67.4711699438224,82.35114972981421
Male,66.5581140816002,70.13797770006668
Female,66.0627648620883,72.70742829041876
Male,67.2312608515946,80.7726751381771
Female,63.395793315671995,66.04993910118615
Female,70.751410247212,87.3545730564982
Female,67.2367795241886,70.17342758229356
Female,63.7929134960992,59.92865230955176
Male,69.8024643604904,78.4902867202661
Male,69.8611969523225,81.49363448658455
Female,62.5439172932848,64.63065449677995
Female,64.36852478858971,63.01738409484039
Female,63.973447899967795,67.77085967218433
Female,63.008067129869794,63.22784560408597
Female,62.3958239669813,63.43483262974935
Female,64.83094263830961,71.19339229647287
Female,61.627209233493396,60.933532074153376
Male,71.5284242920317,87.12292674471475
Male,67.6854899419856,80.99215412997432
Male,65.7685176293773,77.74819499129238
Male,67.74920685072479,81.00426677071832
Male,69.5686723852038,91.03793472799576
Female,65.9568647169701,69.60001431804665
Female,61.2864640570681,54.22069800353667
Female,66.6882182114484,72.6894495122443
Female,66.7387303757463,65.50426141103819
Female,64.2582611393541,65.35394417514628
Female,64.4309328307492,59.09294054288949
Male,70.1821393878583,83.78919307567382
Female,65.1252205395475,64.22749417721603
Male,69.8689698092041,91.55185138249813
Male,65.6823645970644,84.49110174572309
Male,73.610215053458,98.1585327482038
Male,63.973557100762704,72.60366942853418
Male,71.23022846299341,96.50318670893307
Male,67.14424122779529,79.68683499954687
Male,62.9219488933032,65.39478205331713
Male,70.54239278173709,89.37678988658818
Female,64.5204306080672,62.95407338450436
Male,69.8072752097695,98.51572672773085
Female,59.83771200869639,58.0361913580354
Male,71.9424089171008,90.23165585700893
Male,70.4144581915074,83.98605381677886
Male,67.0779311697598,82.33912960449693
Female,64.0734661163267,56.94407936069437
Female,63.1788467544409,63.073047672392526
Male,72.69525855305,82.24788359692238
Female,60.57806287923929,53.6341010238794
Male,71.1770825871222,93.26753860251473
Female,63.80948265048671,64.60150796092434
Female,65.2728267289433,70.09373514705483
Female,63.3978721601229,63.59572011699114
Male,69.9208223571176,88.32574444452831
Male,66.1353914165956,75.46144854553438
Female,60.076240762821705,63.08779004458819
Female,66.5951368299181,69.99754958647205
Male,67.1102710065681,88.33828673335948
Male,71.1547167578502,86.57318503427894
Male,69.8414229527,86.30551587681643
Male,66.227479321589,82.05657933993207
Male,67.6555433886759,81.15500180969691
Male,69.2627590362177,93.77286377953844
Female,60.7627947327993,56.70753261758853
Female,58.611665161125096,46.86046249307908
